candidate,date,pct_trend_adjusted,state,cycle
Donald Trump,2020-04-25,43.24141,National,2020
Joseph R. Biden Jr.,2020-04-24,49.60091,National,2020
Donald Trump,2020-04-24,43.67319,National,2020
Joseph R. Biden Jr.,2020-04-23,49.60091,National,2020
Donald Trump,2020-04-23,43.67319,National,2020
Joseph R. Biden Jr.,2020-04-22,49.60074,National,2020
Donald Trump,2020-04-22,43.6735,National,2020
Joseph R. Biden Jr.,2020-04-21,49.60074,National,2020
Donald Trump,2020-04-21,43.6735,National,2020
Joseph R. Biden Jr.,2020-04-20,49.43744,National,2020
Donald Trump,2020-04-20,43.96822,National,2020
Joseph R. Biden Jr.,2020-04-19,49.22435,National,2020
Donald Trump,2020-04-19,44.1413,National,2020
Joseph R. Biden Jr.,2020-04-18,49.13372,National,2020
Donald Trump,2020-04-18,44.35984,National,2020
Joseph R. Biden Jr.,2020-04-17,49.06214,National,2020
Donald Trump,2020-04-17,44.34667,National,2020
Joseph R. Biden Jr.,2020-04-16,49.0604,National,2020
Donald Trump,2020-04-16,44.34444,National,2020
Joseph R. Biden Jr.,2020-04-15,48.77267,National,2020
Donald Trump,2020-04-15,44.00019,National,2020
Joseph R. Biden Jr.,2020-04-14,48.32554,National,2020
Donald Trump,2020-04-14,44.34309,National,2020
Joseph R. Biden Jr.,2020-04-13,47.52031,National,2020
Donald Trump,2020-04-13,44.14134,National,2020
Joseph R. Biden Jr.,2020-04-12,47.52043,National,2020
Donald Trump,2020-04-12,44.14139,National,2020
Joseph R. Biden Jr.,2020-04-11,47.63217,National,2020
Donald Trump,2020-04-11,42.99973,National,2020
Joseph R. Biden Jr.,2020-04-10,47.70352,National,2020
Donald Trump,2020-04-10,43.00631,National,2020
Joseph R. Biden Jr.,2020-04-09,48.28714,National,2020
Donald Trump,2020-04-09,42.97815,National,2020
Joseph R. Biden Jr.,2020-04-08,48.28708,National,2020
Donald Trump,2020-04-08,42.97824,National,2020
Joseph R. Biden Jr.,2020-04-07,48.27315,National,2020
Donald Trump,2020-04-07,42.98745,National,2020
Joseph R. Biden Jr.,2020-04-06,48.78764,National,2020
Donald Trump,2020-04-06,42.86165,National,2020
Joseph R. Biden Jr.,2020-04-05,48.81426,National,2020
Donald Trump,2020-04-05,43.04813,National,2020
Joseph R. Biden Jr.,2020-04-04,48.69036,National,2020
Donald Trump,2020-04-04,42.88903,National,2020
Joseph R. Biden Jr.,2020-04-03,48.70755,National,2020
Donald Trump,2020-04-03,42.86735,National,2020
Joseph R. Biden Jr.,2020-04-02,49.21158,National,2020
Donald Trump,2020-04-02,43.07454,National,2020
Joseph R. Biden Jr.,2020-04-01,49.21158,National,2020
Donald Trump,2020-04-01,43.07454,National,2020
Joseph R. Biden Jr.,2020-03-31,49.45208,National,2020
Donald Trump,2020-03-31,43.3201,National,2020
Joseph R. Biden Jr.,2020-03-30,49.49434,National,2020
Donald Trump,2020-03-30,43.35962,National,2020
Joseph R. Biden Jr.,2020-03-29,49.84121,National,2020
Donald Trump,2020-03-29,43.42517,National,2020
Joseph R. Biden Jr.,2020-03-28,49.90126,National,2020
Donald Trump,2020-03-28,43.45767,National,2020
Joseph R. Biden Jr.,2020-03-27,50.05032,National,2020
Donald Trump,2020-03-27,43.65187,National,2020
Joseph R. Biden Jr.,2020-03-26,50.05032,National,2020
Donald Trump,2020-03-26,43.65187,National,2020
Joseph R. Biden Jr.,2020-03-25,49.7995,National,2020
Donald Trump,2020-03-25,43.6662,National,2020
Joseph R. Biden Jr.,2020-03-24,49.88604,National,2020
Donald Trump,2020-03-24,43.09573,National,2020
Joseph R. Biden Jr.,2020-03-23,50.42982,National,2020
Donald Trump,2020-03-23,43.93637,National,2020
Joseph R. Biden Jr.,2020-03-22,50.61597,National,2020
Donald Trump,2020-03-22,44.40266,National,2020
Joseph R. Biden Jr.,2020-03-21,50.83089,National,2020
Donald Trump,2020-03-21,44.0462,National,2020
Joseph R. Biden Jr.,2020-03-20,50.82883,National,2020
Donald Trump,2020-03-20,44.03054,National,2020
Joseph R. Biden Jr.,2020-03-19,50.83853,National,2020
Donald Trump,2020-03-19,44.04239,National,2020
Joseph R. Biden Jr.,2020-03-18,50.25461,National,2020
Donald Trump,2020-03-18,43.84169,National,2020
Joseph R. Biden Jr.,2020-03-17,50.25461,National,2020
Donald Trump,2020-03-17,43.84169,National,2020
Joseph R. Biden Jr.,2020-03-16,50.19815,National,2020
Donald Trump,2020-03-16,43.9433,National,2020
Joseph R. Biden Jr.,2020-03-15,50.21645,National,2020
Donald Trump,2020-03-15,44.33923,National,2020
Joseph R. Biden Jr.,2020-03-14,50.32616,National,2020
Donald Trump,2020-03-14,44.40435,National,2020
Joseph R. Biden Jr.,2020-03-13,50.32515,National,2020
Donald Trump,2020-03-13,44.40431,National,2020
Joseph R. Biden Jr.,2020-03-12,50.02896,National,2020
Donald Trump,2020-03-12,44.47955,National,2020
Joseph R. Biden Jr.,2020-03-11,49.89032,National,2020
Donald Trump,2020-03-11,44.42228,National,2020
Joseph R. Biden Jr.,2020-03-10,50.27746,National,2020
Donald Trump,2020-03-10,44.06461,National,2020
Joseph R. Biden Jr.,2020-03-09,50.35201,National,2020
Donald Trump,2020-03-09,44.16133,National,2020
Joseph R. Biden Jr.,2020-03-08,50.54088,National,2020
Donald Trump,2020-03-08,44.17655,National,2020
Joseph R. Biden Jr.,2020-03-07,50.37265,National,2020
Donald Trump,2020-03-07,45.01874,National,2020
Joseph R. Biden Jr.,2020-03-06,49.72327,National,2020
Donald Trump,2020-03-06,45.57991,National,2020
Joseph R. Biden Jr.,2020-03-05,49.72296,National,2020
Donald Trump,2020-03-05,45.58027,National,2020
Joseph R. Biden Jr.,2020-03-04,49.72267,National,2020
Donald Trump,2020-03-04,45.58018,National,2020
Joseph R. Biden Jr.,2020-03-03,49.72177,National,2020
Donald Trump,2020-03-03,45.58198,National,2020
Joseph R. Biden Jr.,2020-03-02,49.72105,National,2020
Donald Trump,2020-03-02,45.58205,National,2020
Joseph R. Biden Jr.,2020-03-01,49.71992,National,2020
Donald Trump,2020-03-01,45.57798,National,2020
Joseph R. Biden Jr.,2020-02-29,49.71992,National,2020
Donald Trump,2020-02-29,45.57798,National,2020
Joseph R. Biden Jr.,2020-02-28,49.75305,National,2020
Donald Trump,2020-02-28,45.56311,National,2020
Joseph R. Biden Jr.,2020-02-27,49.3387,National,2020
Donald Trump,2020-02-27,45.51636,National,2020
Joseph R. Biden Jr.,2020-11-03,50.02754,NE-2,2020
Donald Trump,2020-11-03,46.21062,NE-2,2020
Joseph R. Biden Jr.,2020-11-02,50.02754,NE-2,2020
Donald Trump,2020-11-02,46.21062,NE-2,2020
Joseph R. Biden Jr.,2020-11-01,50.23135,NE-2,2020
Donald Trump,2020-11-01,45.71908,NE-2,2020
Joseph R. Biden Jr.,2020-10-31,50.22093,NE-2,2020
Donald Trump,2020-10-31,45.67855,NE-2,2020
Joseph R. Biden Jr.,2020-10-30,50.54808,NE-2,2020
Donald Trump,2020-10-30,44.26609,NE-2,2020
Joseph R. Biden Jr.,2020-10-29,50.44209,NE-2,2020
Donald Trump,2020-10-29,44.10874,NE-2,2020
Joseph R. Biden Jr.,2020-10-28,50.40887,NE-2,2020
Donald Trump,2020-10-28,43.88433,NE-2,2020
Joseph R. Biden Jr.,2020-10-27,50.50149,NE-2,2020
Donald Trump,2020-10-27,43.90853,NE-2,2020
Joseph R. Biden Jr.,2020-10-26,50.55817,NE-2,2020
Donald Trump,2020-10-26,43.76272,NE-2,2020
Joseph R. Biden Jr.,2020-10-25,50.49945,NE-2,2020
Donald Trump,2020-10-25,43.70191,NE-2,2020
Joseph R. Biden Jr.,2020-10-24,50.43452,NE-2,2020
Donald Trump,2020-10-24,43.6318,NE-2,2020
Joseph R. Biden Jr.,2020-10-23,50.43454,NE-2,2020
Donald Trump,2020-10-23,43.39866,NE-2,2020
Joseph R. Biden Jr.,2020-10-22,50.39301,NE-2,2020
Donald Trump,2020-10-22,43.25152,NE-2,2020
Joseph R. Biden Jr.,2020-10-21,50.35466,NE-2,2020
Donald Trump,2020-10-21,43.26617,NE-2,2020
Joseph R. Biden Jr.,2020-10-20,50.43441,NE-2,2020
Donald Trump,2020-10-20,43.10667,NE-2,2020
Joseph R. Biden Jr.,2020-10-19,50.62676,NE-2,2020
Donald Trump,2020-10-19,43.05948,NE-2,2020
Joseph R. Biden Jr.,2020-10-18,50.66618,NE-2,2020
Donald Trump,2020-10-18,43.13095,NE-2,2020
Joseph R. Biden Jr.,2020-10-17,50.65726,NE-2,2020
Donald Trump,2020-10-17,43.05257,NE-2,2020
Joseph R. Biden Jr.,2020-10-16,50.58891,NE-2,2020
Donald Trump,2020-10-16,43.05579,NE-2,2020
Joseph R. Biden Jr.,2020-10-15,50.63483,NE-2,2020
Donald Trump,2020-10-15,43.15338,NE-2,2020
Joseph R. Biden Jr.,2020-10-14,50.42274,NE-2,2020
Donald Trump,2020-10-14,43.09985,NE-2,2020
Joseph R. Biden Jr.,2020-10-13,50.58647,NE-2,2020
Donald Trump,2020-10-13,43.0983,NE-2,2020
Joseph R. Biden Jr.,2020-10-12,50.52353,NE-2,2020
Donald Trump,2020-10-12,43.09226,NE-2,2020
Joseph R. Biden Jr.,2020-10-11,50.48239,NE-2,2020
Donald Trump,2020-10-11,43.05331,NE-2,2020
Joseph R. Biden Jr.,2020-10-10,50.31099,NE-2,2020
Donald Trump,2020-10-10,43.06194,NE-2,2020
Joseph R. Biden Jr.,2020-10-09,50.32735,NE-2,2020
Donald Trump,2020-10-09,43.08143,NE-2,2020
Joseph R. Biden Jr.,2020-10-08,50.22069,NE-2,2020
Donald Trump,2020-10-08,43.15401,NE-2,2020
Joseph R. Biden Jr.,2020-10-07,49.78945,NE-2,2020
Donald Trump,2020-10-07,43.19646,NE-2,2020
Joseph R. Biden Jr.,2020-10-06,49.75519,NE-2,2020
Donald Trump,2020-10-06,43.31696,NE-2,2020
Joseph R. Biden Jr.,2020-10-05,49.43353,NE-2,2020
Donald Trump,2020-10-05,43.53768,NE-2,2020
Joseph R. Biden Jr.,2020-10-04,49.39624,NE-2,2020
Donald Trump,2020-10-04,43.60756,NE-2,2020
Joseph R. Biden Jr.,2020-10-03,49.29851,NE-2,2020
Donald Trump,2020-10-03,43.77438,NE-2,2020
Joseph R. Biden Jr.,2020-10-02,49.2976,NE-2,2020
Donald Trump,2020-10-02,43.76644,NE-2,2020
Joseph R. Biden Jr.,2020-10-01,49.40216,NE-2,2020
Donald Trump,2020-10-01,43.5015,NE-2,2020
Joseph R. Biden Jr.,2020-09-30,49.2641,NE-2,2020
Donald Trump,2020-09-30,43.61758,NE-2,2020
Joseph R. Biden Jr.,2020-09-29,49.19784,NE-2,2020
Donald Trump,2020-09-29,43.75441,NE-2,2020
Joseph R. Biden Jr.,2020-09-28,49.17059,NE-2,2020
Donald Trump,2020-09-28,43.7532,NE-2,2020
Joseph R. Biden Jr.,2020-09-27,50.03117,NE-2,2020
Donald Trump,2020-09-27,45.71751,NE-2,2020
Joseph R. Biden Jr.,2020-09-26,50.00724,NE-2,2020
Donald Trump,2020-09-26,45.81266,NE-2,2020
Joseph R. Biden Jr.,2020-09-25,49.97559,NE-2,2020
Donald Trump,2020-09-25,45.79317,NE-2,2020
Joseph R. Biden Jr.,2020-09-24,49.94268,NE-2,2020
Donald Trump,2020-09-24,45.79051,NE-2,2020
Joseph R. Biden Jr.,2020-09-23,49.99349,NE-2,2020
Donald Trump,2020-09-23,45.68021,NE-2,2020
Joseph R. Biden Jr.,2020-09-22,49.95454,NE-2,2020
Donald Trump,2020-09-22,45.94425,NE-2,2020
Joseph R. Biden Jr.,2020-09-21,49.92291,NE-2,2020
Donald Trump,2020-09-21,45.92256,NE-2,2020
Joseph R. Biden Jr.,2020-09-20,49.92281,NE-2,2020
Donald Trump,2020-09-20,45.90716,NE-2,2020
Joseph R. Biden Jr.,2020-09-19,49.83926,NE-2,2020
Donald Trump,2020-09-19,45.71898,NE-2,2020
Joseph R. Biden Jr.,2020-09-18,49.88168,NE-2,2020
Donald Trump,2020-09-18,45.7294,NE-2,2020
Joseph R. Biden Jr.,2020-09-17,50.50831,NE-2,2020
Donald Trump,2020-09-17,45.07882,NE-2,2020
Joseph R. Biden Jr.,2020-09-16,50.55153,NE-2,2020
Donald Trump,2020-09-16,44.93777,NE-2,2020
Joseph R. Biden Jr.,2020-09-15,50.68668,NE-2,2020
Donald Trump,2020-09-15,44.87326,NE-2,2020
Joseph R. Biden Jr.,2020-09-14,50.79282,NE-2,2020
Donald Trump,2020-09-14,44.94998,NE-2,2020
Joseph R. Biden Jr.,2020-09-13,50.90851,NE-2,2020
Donald Trump,2020-09-13,44.91863,NE-2,2020
Joseph R. Biden Jr.,2020-09-12,50.81962,NE-2,2020
Donald Trump,2020-09-12,44.63806,NE-2,2020
Joseph R. Biden Jr.,2020-09-11,50.84709,NE-2,2020
Donald Trump,2020-09-11,44.67067,NE-2,2020
Joseph R. Biden Jr.,2020-09-10,50.81549,NE-2,2020
Donald Trump,2020-09-10,44.67847,NE-2,2020
Joseph R. Biden Jr.,2020-09-09,50.74474,NE-2,2020
Donald Trump,2020-09-09,44.5181,NE-2,2020
Joseph R. Biden Jr.,2020-09-08,50.97113,NE-2,2020
Donald Trump,2020-09-08,44.77974,NE-2,2020
Joseph R. Biden Jr.,2020-09-07,50.97912,NE-2,2020
Donald Trump,2020-09-07,44.78293,NE-2,2020
Joseph R. Biden Jr.,2020-09-06,50.93892,NE-2,2020
Donald Trump,2020-09-06,44.71041,NE-2,2020
Joseph R. Biden Jr.,2020-09-05,50.91022,NE-2,2020
Donald Trump,2020-09-05,44.70895,NE-2,2020
Joseph R. Biden Jr.,2020-09-04,50.90356,NE-2,2020
Donald Trump,2020-09-04,44.66462,NE-2,2020
Joseph R. Biden Jr.,2020-09-03,50.69145,NE-2,2020
Donald Trump,2020-09-03,44.61488,NE-2,2020
Joseph R. Biden Jr.,2020-09-02,50.74969,NE-2,2020
Donald Trump,2020-09-02,44.57428,NE-2,2020
Joseph R. Biden Jr.,2020-09-01,50.72239,NE-2,2020
Donald Trump,2020-09-01,44.80391,NE-2,2020
Joseph R. Biden Jr.,2020-08-31,50.80114,NE-2,2020
Donald Trump,2020-08-31,44.72073,NE-2,2020
Joseph R. Biden Jr.,2020-08-30,50.68355,NE-2,2020
Donald Trump,2020-08-30,43.64886,NE-2,2020
Joseph R. Biden Jr.,2020-08-29,50.8441,NE-2,2020
Donald Trump,2020-08-29,43.61326,NE-2,2020
Joseph R. Biden Jr.,2020-08-28,50.86547,NE-2,2020
Donald Trump,2020-08-28,43.35411,NE-2,2020
Joseph R. Biden Jr.,2020-08-27,50.64373,NE-2,2020
Donald Trump,2020-08-27,43.8887,NE-2,2020
Joseph R. Biden Jr.,2020-08-26,50.63619,NE-2,2020
Donald Trump,2020-08-26,43.87859,NE-2,2020
Joseph R. Biden Jr.,2020-08-25,51.41864,NE-2,2020
Donald Trump,2020-08-25,43.85258,NE-2,2020
Joseph R. Biden Jr.,2020-08-24,51.43645,NE-2,2020
Donald Trump,2020-08-24,43.82888,NE-2,2020
Joseph R. Biden Jr.,2020-08-23,51.45037,NE-2,2020
Donald Trump,2020-08-23,43.95007,NE-2,2020
Joseph R. Biden Jr.,2020-08-22,51.31398,NE-2,2020
Donald Trump,2020-08-22,44.0848,NE-2,2020
Joseph R. Biden Jr.,2020-08-21,51.33125,NE-2,2020
Donald Trump,2020-08-21,44.25527,NE-2,2020
Joseph R. Biden Jr.,2020-08-20,50.64753,NE-2,2020
Donald Trump,2020-08-20,45.20374,NE-2,2020
Joseph R. Biden Jr.,2020-08-19,50.63016,NE-2,2020
Donald Trump,2020-08-19,45.39336,NE-2,2020
Joseph R. Biden Jr.,2020-08-18,50.69078,NE-2,2020
Donald Trump,2020-08-18,45.39082,NE-2,2020
Joseph R. Biden Jr.,2020-08-17,50.76133,NE-2,2020
Donald Trump,2020-08-17,45.42665,NE-2,2020
Joseph R. Biden Jr.,2020-08-16,50.66198,NE-2,2020
Donald Trump,2020-08-16,45.58116,NE-2,2020
Joseph R. Biden Jr.,2020-08-15,50.51182,NE-2,2020
Donald Trump,2020-08-15,45.1765,NE-2,2020
Joseph R. Biden Jr.,2020-08-14,50.51265,NE-2,2020
Donald Trump,2020-08-14,45.17643,NE-2,2020
Joseph R. Biden Jr.,2020-08-13,50.12504,NE-2,2020
Donald Trump,2020-08-13,45.11853,NE-2,2020
Joseph R. Biden Jr.,2020-08-12,49.7827,NE-2,2020
Donald Trump,2020-08-12,44.7723,NE-2,2020
Joseph R. Biden Jr.,2020-08-11,49.9031,NE-2,2020
Donald Trump,2020-08-11,44.75206,NE-2,2020
Joseph R. Biden Jr.,2020-08-10,49.57991,NE-2,2020
Donald Trump,2020-08-10,44.54163,NE-2,2020
Joseph R. Biden Jr.,2020-08-09,49.36749,NE-2,2020
Donald Trump,2020-08-09,44.68599,NE-2,2020
Joseph R. Biden Jr.,2020-08-08,49.37679,NE-2,2020
Donald Trump,2020-08-08,44.6799,NE-2,2020
Joseph R. Biden Jr.,2020-08-07,49.37679,NE-2,2020
Donald Trump,2020-08-07,44.6799,NE-2,2020
Joseph R. Biden Jr.,2020-08-06,49.47595,NE-2,2020
Donald Trump,2020-08-06,44.95788,NE-2,2020
Joseph R. Biden Jr.,2020-08-05,49.68172,NE-2,2020
Donald Trump,2020-08-05,45.11652,NE-2,2020
Joseph R. Biden Jr.,2020-08-04,49.92019,NE-2,2020
Donald Trump,2020-08-04,44.90516,NE-2,2020
Joseph R. Biden Jr.,2020-08-03,49.9469,NE-2,2020
Donald Trump,2020-08-03,44.79726,NE-2,2020
Joseph R. Biden Jr.,2020-08-02,49.75764,NE-2,2020
Donald Trump,2020-08-02,44.61111,NE-2,2020
Joseph R. Biden Jr.,2020-08-01,49.75182,NE-2,2020
Donald Trump,2020-08-01,44.61185,NE-2,2020
Joseph R. Biden Jr.,2020-07-31,49.75182,NE-2,2020
Donald Trump,2020-07-31,44.61185,NE-2,2020
Joseph R. Biden Jr.,2020-07-30,49.45681,NE-2,2020
Donald Trump,2020-07-30,44.19796,NE-2,2020
Joseph R. Biden Jr.,2020-07-29,49.45424,NE-2,2020
Donald Trump,2020-07-29,44.13563,NE-2,2020
Joseph R. Biden Jr.,2020-07-28,49.57383,NE-2,2020
Donald Trump,2020-07-28,44.11766,NE-2,2020
Joseph R. Biden Jr.,2020-07-27,49.52708,NE-2,2020
Donald Trump,2020-07-27,44.08118,NE-2,2020
Joseph R. Biden Jr.,2020-07-26,49.66051,NE-2,2020
Donald Trump,2020-07-26,44.25216,NE-2,2020
Joseph R. Biden Jr.,2020-07-25,49.65411,NE-2,2020
Donald Trump,2020-07-25,44.2426,NE-2,2020
Joseph R. Biden Jr.,2020-07-24,49.65602,NE-2,2020
Donald Trump,2020-07-24,44.22673,NE-2,2020
Joseph R. Biden Jr.,2020-07-23,49.59767,NE-2,2020
Donald Trump,2020-07-23,44.24728,NE-2,2020
Joseph R. Biden Jr.,2020-07-22,49.36511,NE-2,2020
Donald Trump,2020-07-22,44.18797,NE-2,2020
Joseph R. Biden Jr.,2020-07-21,51.15093,NE-2,2020
Donald Trump,2020-07-21,43.12548,NE-2,2020
Joseph R. Biden Jr.,2020-07-20,51.15572,NE-2,2020
Donald Trump,2020-07-20,43.12327,NE-2,2020
Joseph R. Biden Jr.,2020-07-19,51.15445,NE-2,2020
Donald Trump,2020-07-19,43.12388,NE-2,2020
Joseph R. Biden Jr.,2020-07-18,51.10466,NE-2,2020
Donald Trump,2020-07-18,42.97559,NE-2,2020
Joseph R. Biden Jr.,2020-07-17,51.07421,NE-2,2020
Donald Trump,2020-07-17,42.97689,NE-2,2020
Joseph R. Biden Jr.,2020-07-16,51.07459,NE-2,2020
Donald Trump,2020-07-16,42.95412,NE-2,2020
Joseph R. Biden Jr.,2020-07-15,51.07353,NE-2,2020
Donald Trump,2020-07-15,42.95612,NE-2,2020
Joseph R. Biden Jr.,2020-07-14,51.21128,NE-2,2020
Donald Trump,2020-07-14,42.99499,NE-2,2020
Joseph R. Biden Jr.,2020-07-13,51.17338,NE-2,2020
Donald Trump,2020-07-13,43.00556,NE-2,2020
Joseph R. Biden Jr.,2020-07-12,51.24681,NE-2,2020
Donald Trump,2020-07-12,41.87099,NE-2,2020
Joseph R. Biden Jr.,2020-07-11,51.29934,NE-2,2020
Donald Trump,2020-07-11,41.84045,NE-2,2020
Joseph R. Biden Jr.,2020-07-10,51.29217,NE-2,2020
Donald Trump,2020-07-10,41.85166,NE-2,2020
Joseph R. Biden Jr.,2020-07-09,51.24516,NE-2,2020
Donald Trump,2020-07-09,41.8245,NE-2,2020
Joseph R. Biden Jr.,2020-07-08,51.21632,NE-2,2020
Donald Trump,2020-07-08,41.83479,NE-2,2020
Joseph R. Biden Jr.,2020-07-07,51.43424,NE-2,2020
Donald Trump,2020-07-07,42.05247,NE-2,2020
Joseph R. Biden Jr.,2020-07-06,51.35746,NE-2,2020
Donald Trump,2020-07-06,42.01301,NE-2,2020
Joseph R. Biden Jr.,2020-07-05,51.37593,NE-2,2020
Donald Trump,2020-07-05,42.0067,NE-2,2020
Joseph R. Biden Jr.,2020-07-04,51.37323,NE-2,2020
Donald Trump,2020-07-04,42.00689,NE-2,2020
Joseph R. Biden Jr.,2020-07-03,51.37323,NE-2,2020
Donald Trump,2020-07-03,42.00689,NE-2,2020
Joseph R. Biden Jr.,2020-07-02,51.36982,NE-2,2020
Donald Trump,2020-07-02,42.00647,NE-2,2020
Joseph R. Biden Jr.,2020-07-01,51.29062,NE-2,2020
Donald Trump,2020-07-01,41.95072,NE-2,2020
Joseph R. Biden Jr.,2020-06-30,51.38049,NE-2,2020
Donald Trump,2020-06-30,41.92585,NE-2,2020
Joseph R. Biden Jr.,2020-06-29,51.05062,NE-2,2020
Donald Trump,2020-06-29,41.74819,NE-2,2020
Joseph R. Biden Jr.,2020-06-28,51.23018,NE-2,2020
Donald Trump,2020-06-28,41.82882,NE-2,2020
Joseph R. Biden Jr.,2020-06-27,51.23018,NE-2,2020
Donald Trump,2020-06-27,41.82882,NE-2,2020
Joseph R. Biden Jr.,2020-06-26,51.26779,NE-2,2020
Donald Trump,2020-06-26,41.80772,NE-2,2020
Joseph R. Biden Jr.,2020-06-25,51.12432,NE-2,2020
Donald Trump,2020-06-25,41.49563,NE-2,2020
Joseph R. Biden Jr.,2020-06-24,51.19935,NE-2,2020
Donald Trump,2020-06-24,41.90694,NE-2,2020
Joseph R. Biden Jr.,2020-06-23,51.33041,NE-2,2020
Donald Trump,2020-06-23,42.29247,NE-2,2020
Joseph R. Biden Jr.,2020-06-22,51.06446,NE-2,2020
Donald Trump,2020-06-22,42.17309,NE-2,2020
Joseph R. Biden Jr.,2020-06-21,50.75381,NE-2,2020
Donald Trump,2020-06-21,42.1151,NE-2,2020
Joseph R. Biden Jr.,2020-06-20,50.78136,NE-2,2020
Donald Trump,2020-06-20,42.09602,NE-2,2020
Joseph R. Biden Jr.,2020-06-19,50.67177,NE-2,2020
Donald Trump,2020-06-19,42.00236,NE-2,2020
Joseph R. Biden Jr.,2020-06-18,50.66747,NE-2,2020
Donald Trump,2020-06-18,42.00636,NE-2,2020
Joseph R. Biden Jr.,2020-06-17,50.76229,NE-2,2020
Donald Trump,2020-06-17,42.07347,NE-2,2020
Joseph R. Biden Jr.,2020-06-16,50.83849,NE-2,2020
Donald Trump,2020-06-16,42.22413,NE-2,2020
Joseph R. Biden Jr.,2020-06-15,50.498,NE-2,2020
Donald Trump,2020-06-15,42.44941,NE-2,2020
Joseph R. Biden Jr.,2020-06-14,50.49097,NE-2,2020
Donald Trump,2020-06-14,42.44414,NE-2,2020
Joseph R. Biden Jr.,2020-06-13,50.41407,NE-2,2020
Donald Trump,2020-06-13,42.53671,NE-2,2020
Joseph R. Biden Jr.,2020-06-12,50.42556,NE-2,2020
Donald Trump,2020-06-12,43.02788,NE-2,2020
Joseph R. Biden Jr.,2020-06-11,50.4306,NE-2,2020
Donald Trump,2020-06-11,43.02688,NE-2,2020
Joseph R. Biden Jr.,2020-06-10,50.42664,NE-2,2020
Donald Trump,2020-06-10,43.02763,NE-2,2020
Joseph R. Biden Jr.,2020-06-09,50.39283,NE-2,2020
Donald Trump,2020-06-09,43.07444,NE-2,2020
Joseph R. Biden Jr.,2020-06-08,50.2472,NE-2,2020
Donald Trump,2020-06-08,43.21458,NE-2,2020
Joseph R. Biden Jr.,2020-06-07,50.24265,NE-2,2020
Donald Trump,2020-06-07,43.21579,NE-2,2020
Joseph R. Biden Jr.,2020-06-06,50.35262,NE-2,2020
Donald Trump,2020-06-06,43.43497,NE-2,2020
Joseph R. Biden Jr.,2020-06-05,50.13619,NE-2,2020
Donald Trump,2020-06-05,43.64996,NE-2,2020
Joseph R. Biden Jr.,2020-06-04,49.78357,NE-2,2020
Donald Trump,2020-06-04,43.67735,NE-2,2020
Joseph R. Biden Jr.,2020-06-03,49.75619,NE-2,2020
Donald Trump,2020-06-03,43.86988,NE-2,2020
Joseph R. Biden Jr.,2020-06-02,49.41602,NE-2,2020
Donald Trump,2020-06-02,43.23187,NE-2,2020
Joseph R. Biden Jr.,2020-06-01,49.39222,NE-2,2020
Donald Trump,2020-06-01,43.17285,NE-2,2020
Joseph R. Biden Jr.,2020-05-31,49.18068,NE-2,2020
Donald Trump,2020-05-31,43.18187,NE-2,2020
Joseph R. Biden Jr.,2020-05-30,49.37005,NE-2,2020
Donald Trump,2020-05-30,43.19242,NE-2,2020
Joseph R. Biden Jr.,2020-05-29,49.42325,NE-2,2020
Donald Trump,2020-05-29,43.2972,NE-2,2020
Joseph R. Biden Jr.,2020-05-28,49.42325,NE-2,2020
Donald Trump,2020-05-28,43.2972,NE-2,2020
Joseph R. Biden Jr.,2020-05-27,49.24836,NE-2,2020
Donald Trump,2020-05-27,43.0817,NE-2,2020
Joseph R. Biden Jr.,2020-05-26,49.62206,NE-2,2020
Donald Trump,2020-05-26,43.26229,NE-2,2020
Joseph R. Biden Jr.,2020-05-25,49.35644,NE-2,2020
Donald Trump,2020-05-25,43.23158,NE-2,2020
Joseph R. Biden Jr.,2020-05-24,49.35644,NE-2,2020
Donald Trump,2020-05-24,43.23158,NE-2,2020
Joseph R. Biden Jr.,2020-05-23,49.45068,NE-2,2020
Donald Trump,2020-05-23,43.25338,NE-2,2020
Joseph R. Biden Jr.,2020-05-22,49.5028,NE-2,2020
Donald Trump,2020-05-22,43.34393,NE-2,2020
Joseph R. Biden Jr.,2020-05-21,49.49556,NE-2,2020
Donald Trump,2020-05-21,43.34121,NE-2,2020
Joseph R. Biden Jr.,2020-05-20,49.54773,NE-2,2020
Donald Trump,2020-05-20,43.35398,NE-2,2020
Joseph R. Biden Jr.,2020-05-19,49.60408,NE-2,2020
Donald Trump,2020-05-19,43.45805,NE-2,2020
Joseph R. Biden Jr.,2020-05-18,49.49912,NE-2,2020
Donald Trump,2020-05-18,43.46457,NE-2,2020
Joseph R. Biden Jr.,2020-05-17,49.64366,NE-2,2020
Donald Trump,2020-05-17,43.59828,NE-2,2020
Joseph R. Biden Jr.,2020-05-16,49.64589,NE-2,2020
Donald Trump,2020-05-16,43.5586,NE-2,2020
Joseph R. Biden Jr.,2020-05-15,49.58277,NE-2,2020
Donald Trump,2020-05-15,43.59444,NE-2,2020
Joseph R. Biden Jr.,2020-05-14,49.56499,NE-2,2020
Donald Trump,2020-05-14,43.58089,NE-2,2020
Joseph R. Biden Jr.,2020-05-13,49.52043,NE-2,2020
Donald Trump,2020-05-13,43.59731,NE-2,2020
Joseph R. Biden Jr.,2020-05-12,49.52756,NE-2,2020
Donald Trump,2020-05-12,43.57999,NE-2,2020
